"conversation_id","created_at","favorite_count","full_text","hashtags/0","hashtags/1","hashtags/2","hashtags/3","id","media/0/media_url","media/0/type","media/1/media_url","media/1/type","media/2/media_url","media/2/type","media/3/media_url","media/3/type","reply_count","retweet_count","startUrl","symbols/0","url","urls/0/display_url","urls/0/expanded_url","urls/0/url","user/advertiser_account_type","user/blocked_by","user/blocking","user/business_profile_state","user/can_dm","user/contributors_enabled","user/created_at","user/default_profile_image","user/description","user/ext_has_nft_avatar","user/ext_is_blue_verified","user/ext_verified_type","user/fast_followers_count","user/favourites_count","user/follow_request_sent","user/followed_by","user/followers_count","user/following","user/friends_count","user/geo_enabled","user/has_custom_timelines","user/id","user/id_str","user/is_translation_enabled","user/is_translator","user/lang","user/listed_count","user/location","user/media_count","user/muting","user/name","user/normal_followers_count","user/notifications","user/profile_background_color","user/profile_background_image_url","user/profile_background_image_url_https","user/profile_background_tile","user/profile_banner_extensions_sensitive_media_warning","user/profile_banner_url","user/profile_image_extensions_sensitive_media_warning","user/profile_image_url","user/profile_image_url_https","user/profile_sidebar_border_color","user/profile_sidebar_fill_color","user/profile_text_color","user/profile_use_background_image","user/protected","user/require_some_consent","user/screen_name","user/statuses_count","user/time_zone","user/translator_type","user/url","user/utc_offset","user/verified","user/want_retweets","user_mentions/0/id_str","user_mentions/0/name","user_mentions/0/screen_name","user_mentions/1/id_str","user_mentions/1/name","user_mentions/1/screen_name","user_mentions/2/id_str","user_mentions/2/name","user_mentions/2/screen_name","user_mentions/3/id_str","user_mentions/3/name","user_mentions/3/screen_name","user_mentions/4/id_str","user_mentions/4/name","user_mentions/4/screen_name","view_count"
"1624727561656840193","2023-02-12T11:10:11.000Z","0","well not everyone's unloved, touch starved, neckdeep into wattpad level pervert like you. we found this a perfectly normal speech",,,,,"1624727561656840193",,,,,,,,,"0","0","https://twitter.com/search?q=normal%20speech&src=typed_query",,"https://twitter.com/fahrenheit613/status/1624727561656840193",,,,"none",,,"none",,"false","2021-12-31T01:21:38.000Z","false","no name, that's what I have","false","false",,"0","11993",,,"19",,"52","false","true","1476725049503543300","1476725049503543298","false","false",,"0","any prns","370",,"haidees⁷","19",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/1476725049503543298/1672496664",,"http://pbs.twimg.com/profile_images/1609193762504478721/KGCAzczm_normal.jpg","https://pbs.twimg.com/profile_images/1609193762504478721/KGCAzczm_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","fahrenheit613","5706",,"none",,,"false",,,,,,,,,,,,,,,,,"9"
"1624720678418108416","2023-02-12T10:42:50.000Z","40","The speech is very ordinary and its words are understandable, I will not explain to you, but I want you to continue your ignorance and not realise forever believe me, there is no medicine for dirty thinking that makes everything hear dirty when it is already normal.",,,,,"1624720678418108416",,,,,,,,,"1","1","https://twitter.com/search?q=normal%20speech&src=typed_query",,"https://twitter.com/pqixpq/status/1624720678418108416",,,,"none",,,"none",,"false","2021-08-25T11:36:11.000Z","false","| #RM | #NAMJOON | #BTS | #BANGTAN | fan account | Silent nature only | @jeonazx مدير اعمالي","false","false",,"0","28587",,,"6554",,"837","false","true","1430494123056840700","1430494123056840704","false","false",,"55","1944🇸🇦.","10688",,"ليان","6554",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/1430494123056840704/1672506485",,"http://pbs.twimg.com/profile_images/1601975492072148992/8HkziY8D_normal.jpg","https://pbs.twimg.com/profile_images/1601975492072148992/8HkziY8D_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","pqixpq","28338",,"none",,,"false",,,,,,,,,,,,,,,,,"1591"
"1624684918100971521","2023-02-12T08:20:44.000Z","33","The sensible normal British public have had enough of the claptrap being forced upon society. Whilst choices remain, we are all responsible for our own choice

But we see many occasions where choice has been removed. As has freedom of speech in other scenarios

Enough is enough",,,,,"1624684918100971521",,,,,,,,,"0","15","https://twitter.com/search?q=normal%20speech&src=typed_query",,"https://twitter.com/DawnieR2/status/1624684918100971521",,,,"none",,,"none",,"false","2011-08-19T12:10:39.000Z","false","Brexit 
Ex Tory...#neverLabour...EVER!
What happened to this great country?
Cheshire
Crazy JRT owner💙
Bookworm
Animal lover 
Ex NHS
🕷🌹 #FBPE blocked
No DMs","false","false",,"0","86937",,,"4060",,"4662","true","true","358118871","358118871","false","false",,"14","Cheshire","241",,"🇬🇧Dawn in Cheshire🏴󠁧󠁢󠁥󠁮󠁧󠁿 #NEVERLABOUR","4060",,"642D8B","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","true",,"https://pbs.twimg.com/profile_banners/358118871/1663879970",,"http://pbs.twimg.com/profile_images/1573052722642911232/7Cf-K10u_normal.jpg","https://pbs.twimg.com/profile_images/1573052722642911232/7Cf-K10u_normal.jpg","65B0DA","ED7CED","193557","true","false","false","DawnieR2","39450",,"none",,,"false",,,,,,,,,,,,,,,,,"727"
"1624659992908382208","2023-02-12T06:41:41.000Z","38","There is a conspiracy to declare all concerned citizens and their acts of protest as ‘right wing’ to denigrate them and their views….",,,,,"1624659992908382208",,,,,,,,,"2","13","https://twitter.com/search?q=normal%20speech&src=typed_query",,"https://twitter.com/chilternbear11/status/1624659992908382208",,,,"none",,,"none",,"false","2022-06-06T13:41:02.000Z","false","If you look for perfection you will never be content. #dogs #cats #Brexit …If you want to be happy..be. Follow all back Anti-Woke","false","false",,"0","36008",,,"4642",,"4637","false","false","1533806007712882700","1533806007712882688","false","false",,"5","The Real World","1876",,"ChilternBear","4642",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/1533806007712882688/1654542820",,"http://pbs.twimg.com/profile_images/1533889829825613825/Y8K-PTYm_normal.jpg","https://pbs.twimg.com/profile_images/1533889829825613825/Y8K-PTYm_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","chilternbear11","24708",,"none",,,"false",,,,,,,,,,,,,,,,,"1290"
"1624639891064717313","2023-02-12T05:21:49.000Z","3","I blame @RealDoskii for adding the phrase ""no flappers"" to my normal speech.... https://t.co/AgttY3bJqx",,,,,"1624639891064717313","https://pbs.twimg.com/ext_tw_video_thumb/1624639737150537731/pu/img/46iMrOxfsQuZhuGO.jpg","photo",,,,,,,"0","0","https://twitter.com/search?q=normal%20speech&src=typed_query",,"https://twitter.com/BanetteFake/status/1624639891064717313",,,,"none",,,"none",,"false","2019-05-01T23:34:11.000Z","false","Nocturnal Voodoo puppet that curses too much
PNG by @kalkkogan
https://t.co/srsDRirPEa…","false","false",,"0","6811",,,"268",,"328","true","true","1123732377614864400","1123732377614864384","false","false",,"0","Earth","885",,"The Fake Banette PNG TUBER VHS ARC","268",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/1123732377614864384/1674768772",,"http://pbs.twimg.com/profile_images/1587713359096516610/SZiHAv0z_normal.jpg","https://pbs.twimg.com/profile_images/1587713359096516610/SZiHAv0z_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","BanetteFake","4895",,"none","https://t.co/3CxEzyw8Jr",,"false",,"2360240472","Doskii | 🦌 Vtuber |","RealDoskii",,,,,,,,,,,,,"47"
"1624586194381144064","2023-02-12T01:48:26.000Z","14","it’s so cool how your way of speech/normal phrases etc can come off as so interesting/humorous to new ppl. like it’s so cute that they think your normal is cool/funny. you’re so used to it that u don’t realize how unique u might be",,,,,"1624586194381144064",,,,,,,,,"0","2","https://twitter.com/search?q=normal%20speech&src=typed_query",,"https://twitter.com/cestlachat/status/1624586194381144064",,,,"promotable_user",,,"none",,"false","2014-03-24T13:40:36.000Z","false","(mostly) good vibes | no dms from guys.","false","false",,"0","92794",,,"1094",,"466","true","false","2409027150","2409027150","false","false",,"3","canada","588",,"🍂","1094",,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","false",,"https://pbs.twimg.com/profile_banners/2409027150/1639893896",,"http://pbs.twimg.com/profile_images/1590239572612599809/iqzKkXGO_normal.jpg","https://pbs.twimg.com/profile_images/1590239572612599809/iqzKkXGO_normal.jpg","FFFFFF","DDEEF6","333333","true","false","false","cestlachat","19332",,"none",,,"false",,,,,,,,,,,,,,,,,"342"
"1624528637125963778","2023-02-11T21:59:44.000Z","5","The 1975 being the one to give a normal speech says it all  #Brits2023","Brits2023",,,,"1624528637125963778",,,,,,,,,"0","1","https://twitter.com/search?q=normal%20speech&src=typed_query",,"https://twitter.com/h_pillinel/status/1624528637125963778",,,,"none",,,"none",,"false","2021-12-28T22:24:05.000Z","false","20 | UK","false","false",,"0","1084",,,"5",,"37","false","true","1475955675058557000","1475955675058556935","false","false",,"0","","83",,"harryp","5",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/1475955675058556935/1662935478",,"http://pbs.twimg.com/profile_images/1591863723123253254/Pd_-MxPH_normal.jpg","https://pbs.twimg.com/profile_images/1591863723123253254/Pd_-MxPH_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","h_pillinel","231",,"none",,,"false",,,,,,,,,,,,,,,,,"1460"
"1624525225021870080","2023-02-11T21:46:10.000Z","4","why can’t this group do a normal speech ever  #BRITs","BRITs",,,,"1624525225021870080",,,,,,,,,"1","0","https://twitter.com/search?q=normal%20speech&src=typed_query",,"https://twitter.com/bangtanhrvy/status/1624525225021870080",,,,"none",,,"none",,"false","2018-12-29T13:30:40.000Z","false","this account is for the people that make me happiest🤍 (multi stan) ot7 biased of bts;)🌈 18 she/her! music|football|shows|wwe etc!","false","false",,"0","148915",,,"1796",,"4369","true","true","1079006789574758400","1079006789574758400","false","false",,"17","saw bts 1|6|19 :) | 2017 army","4702",,"casey⁷","1796",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/1079006789574758400/1675120601",,"http://pbs.twimg.com/profile_images/1590022784037621760/mJ8kxV2D_normal.jpg","https://pbs.twimg.com/profile_images/1590022784037621760/mJ8kxV2D_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","bangtanhrvy","108772",,"none","https://t.co/xLtGyusDbB",,"false",,,,,,,,,,,,,,,,,"477"
"1624443078613295104","2023-02-11T16:19:45.000Z","9","Adding to this is a lot of non Black people use AAE to present themselves as entertaining, erotic, or gender themselves (which itself creates an entire set of different issues) rather than a humanized way of normal speech. They’re projecting a desired caricature of Blackness.",,,,,"1624443078613295104",,,,,,,,,"0","1","https://twitter.com/search?q=normal%20speech&src=typed_query",,"https://twitter.com/Jaredmday/status/1624443078613295104",,,,"none",,,"none",,"false","2021-04-21T19:01:57.000Z","false","Black, Autistic hospital staff. Withdrawn @UmichEducation b/c the pandemic isn't over. I post about rona, digital culture,race, disability, and media. (He/His)","false","false",,"0","7389",,,"107",,"803","false","true","1384945460348063700","1384945460348063746","false","false",,"0","","26",,"Jared Day","107",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/1384945460348063746/1644072686",,"http://pbs.twimg.com/profile_images/1520041831710478339/OoBJiEIZ_normal.jpg","https://pbs.twimg.com/profile_images/1520041831710478339/OoBJiEIZ_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","Jaredmday","1186",,"none",,,"false",,,,,,,,,,,,,,,,,"427"
"1624439331283779593","2023-02-11T16:04:51.000Z","23","Having HIV/AIDS is a form of disability. You can't perform all normal duties even with ARV Drugs. @KagutaMuseveni says in a brilliant speech to youth to avoid getting and celebrating HIV/AIDS. @cehurduganda @AidsUganda https://t.co/H4f9lX5kXM",,,,,"1624439331283779593","https://pbs.twimg.com/ext_tw_video_thumb/1624438951908982787/pu/img/5sXpRsPPiPCkHkyz.jpg","photo",,,,,,,"5","8","https://twitter.com/search?q=normal%20speech&src=typed_query",,"https://twitter.com/martinssempa/status/1624439331283779593",,,,"promotable_user",,,"none",,"false","2009-02-05T08:20:48.000Z","false","Pastor Makerere Community Church, 30 years fighting HIV/AIDS. https://t.co/YfH0srJII5, PhD. Voted Most Influential Clergy in Uganda. DBA Gabriel Baaba +256772641028 whatsap","false","false",,"0","52755",,,"25410",,"3430","true","true","20127594","20127594","false","false",,"60","Makerere University - Uganda","9934",,"Martin Ssempa","25410",,"131516","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","true",,"https://pbs.twimg.com/profile_banners/20127594/1621273478",,"http://pbs.twimg.com/profile_images/1598266766303559681/laktjHqj_normal.jpg","https://pbs.twimg.com/profile_images/1598266766303559681/laktjHqj_normal.jpg","EEEEEE","EFEFEF","871508","true","false","false","martinssempa","60291",,"none",,,"false",,"126955629","Yoweri K Museveni","KagutaMuseveni","360470255","CEHURD Uganda","cehurduganda","1257293895605596162","AIDS Information Centre - Uganda","AidsUganda",,,,,,,"2133"
"1624270888479911936","2023-02-11T04:55:31.000Z","329","What you gotta say about this creepy message?
https://t.co/Pxog3i4VoZ",,,,,"1624270888479911936","https://pbs.twimg.com/ext_tw_video_thumb/1578698661197922304/pu/img/_5LFYgCbj3qoxabP.jpg","photo",,,,,,,"99","46","https://twitter.com/search?q=normal%20speech&src=typed_query",,"https://twitter.com/_dee_exo/status/1624270888479911936",,,,"none",,,"none",,"false","2021-05-16T20:54:35.000Z","false","can't decide a bias since am over heels for all 9 of 'em","false","false",,"0","6509",,,"1212",,"1220","false","true","1394033476119138300","1394033476119138307","false","false",,"2","","815",,"dee","1212",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/1394033476119138307/1673687218",,"http://pbs.twimg.com/profile_images/1614186693636288512/IdtY7y9C_normal.jpg","https://pbs.twimg.com/profile_images/1614186693636288512/IdtY7y9C_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","_dee_exo","11095",,"none",,,"false",,,,,,,,,,,,,,,,,"80204"
"1624062301375438853","2023-02-10T15:06:40.000Z","55539","Black people can tell if ur blaccent is truly just “how you talk” or not bc when y’all fake it u overdo it so baaaad",,,,,"1624062301375438853",,,,,,,,,"123","5530","https://twitter.com/search?q=normal%20speech&src=typed_query",,"https://twitter.com/arakkisuperstar/status/1624062301375438853",,,,"promotable_user",,,"none",,"false","2015-07-12T21:10:03.000Z","false","leo called leo • 24 • x-men stan, avengers tolerator • looking good, feeling nice, working on my aura","false","false",,"0","145449",,,"11328",,"1833","true","true","3277867909","3277867909","false","false",,"85","Krakoa ↔️ Arakko ","7000",,"leo thee afro-arakki 🔴","11328",,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","false",,"https://pbs.twimg.com/profile_banners/3277867909/1652911389",,"http://pbs.twimg.com/profile_images/1615813313237028868/0-82ndWT_normal.jpg","https://pbs.twimg.com/profile_images/1615813313237028868/0-82ndWT_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","arakkisuperstar","93682",,"none",,,"false",,,,,,,,,,,,,,,,,"1902987"
"1624049008426598410","2023-02-10T14:13:51.000Z","42","Stuttering — how to fix it? 
It’s a speed of thought issue. 
You want to say too much and finish too fast.
Slow down your thoughts, determine to say much less than you know, and own the stage. Don’t try to jump off the stage as soon as possible. Your speech will sound normal.",,,,,"1624049008426598410",,,,,,,,,"2","10","https://twitter.com/search?q=normal%20speech&src=typed_query",,"https://twitter.com/cioccolanti/status/1624049008426598410",,,,"promotable_user",,,"none",,"false","2009-03-03T10:58:20.000Z","false","#1 Bestselling Author on Amazon 5x: TRUMP’S UNFINISHED BUSINESS, SCAM PROOF UR LIFE 💫. Pastor of Discover Church, Youtuber w 50million+ views, tweets r opinion","false","true",,"0","3579",,,"22247",,"641","true","true","22610257","22610257","false","false",,"100","New York, USA","17",,"Pastor Steve Cioccolanti","22247",,"EBEBEB","http://abs.twimg.com/images/themes/theme7/bg.gif","https://abs.twimg.com/images/themes/theme7/bg.gif","true",,"https://pbs.twimg.com/profile_banners/22610257/1659149676",,"http://pbs.twimg.com/profile_images/1349210324969398274/Ji7ncUdu_normal.jpg","https://pbs.twimg.com/profile_images/1349210324969398274/Ji7ncUdu_normal.jpg","DFDFDF","F3F3F3","333333","true","false","false","cioccolanti","158",,"none","https://t.co/C3dma4JCMw",,"false",,,,,,,,,,,,,,,,,"1099"
"1623485394653421569","2023-02-09T00:54:15.000Z","150","Heartiest congratulations to the Doctors of GMC who successfully performed the Cochlear Implant Surgeries on 2 children born with severe deafness. 

The surgery shall allow deaf children to normal or near normal speech and hearing.",,,,,"1623485394653421569",,,,,,,,,"23","18","https://twitter.com/search?q=normal%20speech&src=typed_query",,"https://twitter.com/DrPramodPSawant/status/1623485394653421569",,,,"promotable_user",,,"none",,"false","2016-10-11T10:06:44.000Z","false","Chief Minister of Goa","false","false",,"0","1994",,,"132547",,"331","false","true","785783685937295400","785783685937295360","false","false",,"181","","5522",,"Dr. Pramod Sawant","132547",,"000000","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","false",,"https://pbs.twimg.com/profile_banners/785783685937295360/1623135546",,"http://pbs.twimg.com/profile_images/1595456432002207745/mlsVF2Lw_normal.jpg","https://pbs.twimg.com/profile_images/1595456432002207745/mlsVF2Lw_normal.jpg","000000","000000","000000","false","false","false","DrPramodPSawant","11611",,"none","https://t.co/J89DR5G4gO",,"true",,,,,,,,,,,,,,,,,"3577"
